prompt,status,response,sentiment
Has my baggage been sent to the wrong destination?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Was my baggage rechecked for my connecting flight?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Why is my baggage not on the carousel for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Are musical instruments allowed as cabin baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can you confirm the terminal where baggage from flight <MASKED_FLIGHT_NUM> will be delivered?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Are there any restrictions on carrying liquids in hand luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can I carry fragile items in my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the process for claiming delayed baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you tell me the current location of my baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is the baggage carousel assigned for flight <MASKED_FLIGHT_NUM> functional?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can you confirm the weight limit for carry-on baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
"Can I carry extra baggage? If yes, how much will it cost?",DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I update the delivery address for delayed baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the maximum number of bags allowed for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I purchase additional baggage allowance online?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
How much baggage can I check in on domestic flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Is my baggage delayed due to flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What happens if my baggage is delayed?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can I purchase additional baggage allowance online?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Can I carry fragile items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Is there a charge for cabin baggage exceeding weight limits?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What should I do if my baggage is left behind at the airport?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can you tell me if my baggage is still at the departure airport?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Is there any fee for overweight baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
My baggage has not arrived. Can you help?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the maximum weight allowed for checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
How can I track my checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Why is my baggage not on the carousel for flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is there a fee for oversized baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What should I do if my baggage is lost?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What should I do if my baggage is left behind at the airport?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the process for claiming delayed baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you provide me with the baggage allowance details for economy class?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Has my baggage from flight <MASKED_FLIGHT_NUM> arrived?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can you check the status of my luggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you tell me if my baggage is still at the airport?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the expected delivery time for baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Is the baggage carousel assigned for flight <MASKED_FLIGHT_NUM> functional?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can I check in a stroller or car seat for free?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Are there special guidelines for carrying electronic items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Has baggage handling for flight <MASKED_FLIGHT_NUM> been completed?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I purchase additional baggage allowance online?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you provide me with the baggage allowance details for economy class?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
How much baggage can I check in on domestic flights?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Is baggage delivery from flight <MASKED_FLIGHT_NUM> affected by weather conditions?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can I carry fragile items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
How much baggage can I check in on domestic flights?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
"Can I carry extra baggage? If yes, how much will it cost?",NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Are there special guidelines for carrying electronic items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you tell me if my baggage is still at the departure airport?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can I purchase additional baggage allowance online?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
My baggage has not arrived. Can you help?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Was my baggage mishandled after flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can I carry sports equipment as checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the expected delivery time for baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can I check in a stroller or car seat for free?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the maximum number of bags allowed for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I purchase additional baggage allowance online?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Why is baggage unloading delayed for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
I need help finding my missing baggage.,ON_TIME,Your baggage is on time and will be available shortly.,positive
When can I expect my baggage to be delivered?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
I need help finding my missing baggage.,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What is the status of the fragile item in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I purchase additional baggage allowance online?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Has my baggage been dispatched for delivery?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Why is baggage unloading delayed for flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the process for recovering lost baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can you provide me with the baggage allowance details for economy class?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the expected delivery time for baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Is the baggage carousel assigned for flight <MASKED_FLIGHT_NUM> functional?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Are musical instruments allowed as cabin baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What are the next steps for lost baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can I carry food items in my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Are musical instruments allowed as cabin baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can I check in a stroller or car seat for free?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
"Can I carry extra baggage? If yes, how much will it cost?",DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Was my baggage rechecked for my connecting flight?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
When can I expect my baggage to be delivered?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Are there special guidelines for carrying electronic items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
How do I track my delayed baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the baggage weight limit for international flights?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the procedure for carrying firearms or ammunition in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What should I do if my baggage is lost?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
"Can I carry extra baggage? If yes, how much will it cost?",NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you provide me with the baggage allowance details for economy class?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the fee for extra baggage on international routes?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the process for claiming delayed baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you tell me if my baggage is still at the departure airport?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What are the restrictions for carrying liquids and gels in cabin bags?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can you tell me the current location of my baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I purchase additional baggage allowance online?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
How do I request priority baggage handling?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Has my baggage been sent to the wrong destination?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can you explain your airline's policy for damaged baggage claims?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
I need help finding my missing baggage.,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Are there any restrictions for carrying power banks in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Was my baggage rechecked for my connecting flight?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
What should I do if my baggage is lost?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I update the delivery address for delayed baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the status of baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can I retrieve my baggage from flight <MASKED_FLIGHT_NUM> early?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
What is the status of the fragile item in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
I need help finding my missing baggage.,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the process for claiming delayed baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Was my baggage mishandled after flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Where can I collect my baggage after flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
My baggage has not arrived. Can you help?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What is the status of baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
How much baggage can I check in on domestic flights?,ON_TIME,Your baggage is on time and will be available shortly.,positive
My baggage has not arrived. Can you help?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I think my baggage is lost. What do I do now?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry duty-free items as part of my hand luggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Has baggage handling for flight <MASKED_FLIGHT_NUM> been completed?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
How do I file a complaint for baggage issues on flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What is the process for reporting damaged baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Is baggage delivery from flight <MASKED_FLIGHT_NUM> affected by weather conditions?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Are there specific rules for carrying batteries in cabin baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Is baggage delivery from flight <MASKED_FLIGHT_NUM> affected by weather conditions?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
How much baggage can I check in on domestic flights?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",GENERIC,Please check our baggage policy online or contact our team for details.,positive
Can I purchase additional baggage allowance online?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the maximum weight allowed for checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Are there special guidelines for carrying electronic items in my baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
How long will it take for my delayed baggage to arrive?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can I carry sharp objects like scissors or knives in my checked luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can I retrieve my baggage from flight <MASKED_FLIGHT_NUM> early?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Has my baggage from flight <MASKED_FLIGHT_NUM> arrived?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry my pet as part of my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Where is my baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Where can I collect my baggage after flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the procedure for carrying firearms or ammunition in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What is the maximum size of a cabin bag?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can you explain your airline's policy for damaged baggage claims?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What is the procedure for carrying medicines in checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry duty-free items as part of my hand luggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the status of baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Was my baggage rechecked for my connecting flight?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
What is the procedure for carrying medicines in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What is the maximum number of bags allowed for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Has baggage handling for flight <MASKED_FLIGHT_NUM> been completed?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the status of the fragile item in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you tell me the current location of my baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What are the restrictions for carrying liquids and gels in cabin bags?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Are there any restrictions on carrying liquids in hand luggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
What is the process for claiming delayed baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What are the restrictions for carrying liquids and gels in cabin bags?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Was my baggage rechecked for my connecting flight?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Has my baggage from flight <MASKED_FLIGHT_NUM> arrived?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Is there a fee for oversized baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What is the maximum number of bags allowed for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Is there any fee for overweight baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What is the status of baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can you tell me if my baggage is still at the departure airport?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Has my baggage from flight <MASKED_FLIGHT_NUM> arrived?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Are musical instruments allowed as cabin baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the baggage weight limit for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you tell me about your airline's baggage policy?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Has my baggage been dispatched for delivery?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Has baggage handling for flight <MASKED_FLIGHT_NUM> been completed?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Are there any restrictions for carrying power banks in checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
My baggage has not arrived. Can you help?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I carry my pet as part of my baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
How much baggage can I check in on domestic flights?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Can I purchase additional baggage allowance online?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can I carry sports equipment as checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can I check in a stroller or car seat for free?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you provide me with the baggage allowance details for economy class?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can I check in a stroller or car seat for free?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry my pet as part of my baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Has my baggage been sent to the wrong destination?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Are there any restrictions for carrying power banks in checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the maximum number of bags allowed for international flights?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Was my baggage rechecked for my connecting flight?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
How do I request priority baggage handling?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
My baggage has not arrived. Can you help?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can I update the delivery address for delayed baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What is the maximum number of bags allowed for international flights?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Are there specific rules for carrying batteries in cabin baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I carry sports equipment as checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
What is the expected delivery time for baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Why is my baggage not on the carousel for flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Are there any restrictions on carrying liquids in hand luggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Is there a fee for oversized baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Are there special guidelines for carrying electronic items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Why is baggage unloading delayed for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I check in a stroller or car seat for free?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Are there any restrictions on carrying liquids in hand luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What should I do if my baggage is left behind at the airport?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Has my baggage been dispatched for delivery?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I purchase additional baggage allowance online?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the expected delivery time for baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
What are the items I cannot carry in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
I need help finding my missing baggage.,ON_TIME,Your baggage is on time and will be available shortly.,negative
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can I carry duty-free items as part of my hand luggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Is the baggage carousel assigned for flight <MASKED_FLIGHT_NUM> functional?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I carry sharp objects like scissors or knives in my checked luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Can I retrieve my baggage from flight <MASKED_FLIGHT_NUM> early?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
When can I expect my baggage to be delivered?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What are the items I cannot carry in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
My baggage has not arrived. Can you help?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the procedure for carrying firearms or ammunition in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Is there any fee for overweight baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Is there any compensation for lost baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I carry sports equipment as checked-in baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you tell me if my baggage is still at the departure airport?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Why is my baggage not on the carousel for flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you tell me if my baggage is still at the departure airport?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",GENERIC,Please check our baggage policy online or contact our team for details.,negative
Did my baggage get transferred properly for my connecting flight?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
"Can I carry extra baggage? If yes, how much will it cost?",GENERIC,Please check our baggage policy online or contact our team for details.,positive
How do I file a complaint for baggage issues on flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can you explain your airline's policy for damaged baggage claims?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you explain your airline's policy for damaged baggage claims?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you tell me if my baggage is still at the departure airport?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you provide me with the baggage allowance details for economy class?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you provide me with the baggage allowance details for economy class?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
When can I expect my baggage to be delivered?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
My baggage has not arrived. Can you help?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Was my baggage rechecked for my connecting flight?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Was my baggage rechecked for my connecting flight?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the delay time for baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you confirm the terminal where baggage from flight <MASKED_FLIGHT_NUM> will be delivered?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the fee for extra baggage on international routes?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What should I do if my baggage is left behind at the airport?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
How long will it take for my delayed baggage to arrive?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can you confirm the terminal where baggage from flight <MASKED_FLIGHT_NUM> will be delivered?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
What should I do if my baggage is lost?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Has my baggage been dispatched for delivery?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can I purchase additional baggage allowance online?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Can you check the status of my luggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,ON_TIME,Your baggage is on time and will be available shortly.,negative
